pixel_id,latitude,longitude,1981-01-01,1982-01-01,1983-01-01,1984-01-01,1985-01-01,1986-01-01,1987-01-01,1988-01-01,1989-01-01,1990-01-01,1991-01-01,1992-01-01,1993-01-01,1994-01-01,1995-01-01,1996-01-01,1997-01-01,1998-01-01,1999-01-01,2000-01-01,2001-01-01,2002-01-01,2003-01-01,2004-01-01,2005-01-01,2006-01-01,2007-01-01,2008-01-01,2009-01-01,2010-01-01,2011-01-01,2012-01-01,2013-01-01,2014-01-01,2015-01-01,2016-01-01,2017-01-01,2018-01-01,2019-01-01,2020-01-01,2021-01-01,2022-01-01,2023-01-01,2024-01-01,2025-01-01,2026-01-01
406,34.25,77.75,72.915054,63.979004,68.55354,77.12999,75.74675,58.54094,62.998764,76.13104,62.43421,78.024445,70.26872,80.14569,69.79846,81.36153,67.87131,74.296555,64.03209,72.10101,74.09563,69.35237,62.885395,60.999477,59.187836,76.97502,77.717514,76.90172,61.475723,82.034546,72.92992,64.946236,68.62099,80.73604,63.19272,64.12677,65.09734,58.546494,82.190674,60.502228,78.87218,79.971085,52.238075,82.209366,65.95241,59.58394,67.1602,65.41347
407,34.25,78.0,73.571304,64.92041,68.65901,81.07921,77.313156,60.66594,64.49681,78.80292,66.379524,81.92874,71.92302,82.21405,72.99768,83.58809,69.25412,77.87273,65.79381,75.85687,75.263596,70.33284,66.5807,60.64401,61.174164,80.32463,79.34837,80.67711,62.878067,84.92908,73.48265,66.84663,71.64833,82.85713,64.57944,65.40802,66.37859,60.210556,83.72778,65.72684,80.633896,80.44179,54.136513,82.7953,67.731705,60.95894,68.65825,66.88222
408,34.25,78.25,74.57716,64.74658,70.811356,84.61046,79.819016,61.82805,67.29173,79.519714,70.285774,84.42288,73.92107,83.08319,76.26135,85.19942,71.06662,80.2321,66.7899,77.2807,77.71477,71.61604,70.06117,61.69479,61.50815,82.85393,82.41283,82.15953,65.91518,87.48767,76.191635,68.02436,75.30849,84.277054,66.53256,66.11896,66.64031,60.573837,85.678955,69.51004,82.34874,82.58046,57.226357,85.15663,70.52272,63.45894,69.83794,68.32558
409,34.25,78.5,76.45607,66.60205,74.53792,85.80577,82.262375,63.626877,69.180405,82.13495,72.16663,87.13968,76.22185,85.25897,80.5387,87.90254,73.070526,81.609055,68.31529,77.34711,81.38469,74.2137,70.856094,62.81393,62.6976,84.73479,86.62572,83.64195,70.89174,92.37439,80.56859,68.04975,77.513565,86.80635,70.09311,67.892395,69.20086,59.767197,88.553955,71.57254,85.28624,86.33632,60.255653,88.95351,75.52858,62.181595,73.605515,70.462296
410,34.25,78.75,78.6631,72.035645,77.035965,88.78233,84.986984,69.44524,71.63548,86.89276,74.32679,90.78616,80.38786,88.335144,85.6637,92.08028,75.457245,83.05437,72.18834,79.86078,84.56242,76.95589,73.32875,64.126434,66.05112,86.61174,91.41673,87.268906,76.389786,96.85095,84.73656,69.88178,80.382706,90.56612,74.009125,72.64044,73.17547,61.31993,92.110596,75.04129,88.51671,90.971085,64.92948,92.54921,82.21608,59.263626,77.30278,73.987686
411,34.25,79.0,74.52248,72.66455,74.32112,86.139755,84.219406,70.99211,71.37181,84.90057,73.71546,88.66702,80.99333,84.710144,85.09729,89.58028,74.55295,80.73015,70.8524,79.45648,82.638596,73.03206,73.15102,64.41745,62.668304,83.47307,91.38353,85.75133,74.71791,93.421265,83.85179,68.352486,78.38075,88.20674,72.51694,71.88458,71.33758,60.12462,89.091064,72.8909,85.68077,89.86952,66.24198,90.596085,81.83327,54.456985,74.755905,71.32948
412,34.25,79.25,65.32521,68.930176,70.01253,73.88585,80.19792,65.56047,66.68822,78.67206,68.592415,82.10452,76.48161,78.83319,78.74182,81.49043,70.85373,76.12273,63.8817,73.552185,78.56242,64.96565,65.72914,63.085415,55.107758,77.85588,86.856186,79.780624,69.51869,87.17322,80.884995,62.452095,70.86708,80.11299,67.534515,65.80255,66.65008,54.733994,80.76099,62.945587,79.477646,84.777725,61.71659,84.82851,75.626236,48.339798,70.8477,63.548233
413,34.25,79.5,60.46974,67.48096,69.20784,65.74132,78.58464,62.007736,63.55345,75.89862,65.518196,78.07913,74.29216,77.41522,75.38245,76.867386,69.6799,74.22429,59.785995,70.69281,76.86711,61.147293,58.90102,61.38815,52.842133,75.51018,83.924545,77.2357,68.94643,86.02673,79.547104,60.24311,67.507706,75.67354,65.415375,63.105286,64.96844,51.21837,76.21216,56.156525,76.3546,82.08632,58.36698,81.69765,72.34694,45.72261,69.86333,59.95839
414,34.25,79.75,58.64943,64.529785,68.493,64.29796,76.543625,59.60344,61.500717,71.90839,65.28773,74.42093,74.09099,73.82538,74.72815,73.4084,69.107635,71.69499,57.18248,71.34125,74.16594,58.910965,55.879536,58.76315,51.113617,72.35393,81.22533,75.78453,66.28627,85.42908,74.68968,59.627876,66.287,73.47041,63.958344,60.60919,62.509457,48.985947,73.53638,53.767853,73.233505,78.39296,56.66581,78.70741,68.93483,44.28511,66.05278,58.00917
415,34.25,80.0,55.286148,60.637207,65.70393,60.52452,70.981125,54.613205,57.71556,65.17987,62.46351,69.69241,70.99138,68.516785,70.83362,68.61543,65.93576,66.20671,52.90709,68.71234,70.900314,54.834793,51.81899,55.499477,46.974945,66.60979,77.62962,72.7943,59.671036,82.20642,68.87523,56.028267,60.699112,68.51924,59.948578,55.835754,58.91766,45.558212,69.116455,48.908478,68.55382,74.06288,53.343544,73.80702,64.53444,41.45308,60.566452,54.1537
416,34.25,80.25,52.258804,60.59619,62.475418,55.378036,66.11394,50.99211,55.7097,61.12323,57.313118,66.50101,66.91911,67.08905,64.993774,65.79317,62.70334,61.798508,49.666855,65.16742,69.18547,51.756668,46.899067,52.9194,44.62143,62.16057,75.34642,70.47984,55.827286,78.56775,67.634995,53.526314,54.980362,63.663773,55.608734,53.9881,57.33758,42.9254,65.596924,43.461212,64.06358,72.090225,51.136513,69.75624,63.11061,40.124954,57.91411,51.587296
417,34.25,80.5,50.74904,60.82666,60.711746,53.088974,64.87956,50.607346,56.879623,60.57831,54.617805,64.524445,67.0988,66.198425,61.944946,64.39082,62.638885,60.71843,48.5399,67.64984,67.85539,50.754715,44.635395,52.061977,43.09018,60.64299,74.15892,69.22594,53.756973,76.07947,66.90062,53.63764,54.093643,61.9001,55.208344,54.87677,56.208675,42.228134,63.46216,41.619415,61.071396,70.92421,51.64042,67.97304,61.64772,40.496048,55.691452,50.058
418,34.25,80.75,51.454117,60.78955,63.692215,54.415146,67.88542,52.25383,59.672592,63.19745,56.699837,65.012726,73.06169,66.16913,63.73987,64.754105,66.5217,63.28093,49.78209,75.97015,69.81438,52.215652,46.0143,53.858852,42.693695,62.853928,75.6472,71.143906,53.294083,77.18298,65.972885,55.491158,57.820206,63.92354,60.009125,56.40216,56.29852,43.45665,63.497314,43.068634,63.350693,73.85976,53.652138,70.73085,60.88405,41.814407,54.30864,49.655655
419,34.25,81.0,52.31154,60.518066,66.035965,56.15538,69.0905,52.382736,60.219467,64.71112,58.219368,65.66116,75.39177,66.6828,64.993774,64.93184,67.88107,65.24382,50.2567,79.4389,70.94133,53.35823,47.26235,54.116665,43.062836,64.10979,76.10814,72.56578,53.3976,77.34509,64.748276,56.532173,59.81044,65.103226,61.677094,56.386536,56.74383,44.14415,64.10083,44.039337,65.80968,76.320694,53.663857,72.990616,60.723892,42.44722,53.857468,49.7787
420,34.0,72.5,52.540054,44.959473,44.49495,55.741318,49.004562,34.21086,39.686264,54.496277,42.543587,53.780304,48.565598,53.829285,34.476196,47.435745,44.39084,49.220383,49.73326,52.9057,61.130783,46.850418,35.690083,36.34518,40.275726,57.21721,44.77025,44.792343,34.565567,43.048218,49.199448,46.42475,41.488174,48.220413,35.073578,44.70099,45.36102,39.22032,61.829346,32.582306,52.03624,58.754288,22.689249,54.20546,39.09694,40.35933,40.587936,49.69081
421,34.0,72.75,51.834976,44.254395,44.20198,55.116318,48.29167,32.99211,38.25853,53.371277,41.734993,52.60843,47.733566,53.243347,33.817993,46.9709,43.70529,48.097336,47.803574,51.63617,59.757736,46.037918,34.555317,35.40182,38.781586,56.596115,43.45775,43.788437,33.200333,42.548218,47.92601,45.625923,40.208878,46.21846,34.22397,43.12091,44.2868,38.011337,61.389893,31.666292,51.68077,57.27382,22.33964,52.910538,38.300064,39.105423,39.781296,48.268936
422,34.0,73.0,52.84279,45.09619,44.535965,55.569443,48.82097,32.689377,39.057358,54.000183,41.404915,52.688507,47.84294,54.753113,34.056274,48.10762,44.181854,47.78679,47.590683,51.395935,59.83586,46.522293,34.236958,35.540493,38.441742,57.219162,44.04564,44.34117,32.84877,44.01892,48.543198,45.776314,39.933487,45.501663,34.395844,43.261536,44.189144,38.341415,62.452393,30.935823,52.5421,58.070694,22.728312,52.683975,38.444595,38.656204,40.216843,48.741592
423,34.0,73.25,57.317398,48.424316,48.067215,59.159286,53.211594,35.60344,43.90306,57.60956,45.428352,56.418976,51.382004,59.130066,38.32776,52.929886,48.1174,51.696945,51.584824,54.74164,62.945236,50.192215,37.84438,39.610806,41.30893,59.957443,48.080795,48.17906,36.294083,49.48181,52.142807,49.41108,43.874893,51.314163,37.690765,46.7381,47.435238,41.87657,66.960205,34.275665,56.344833,61.609756,25.382608,57.365616,41.844986,41.83589,43.847702,52.933
424,34.0,73.5,57.727554,48.64502,48.55159,59.551865,53.776047,36.09172,44.131577,57.49823,46.418587,56.620148,51.524582,59.161316,38.71643,53.449417,48.0549,52.251633,52.12584,54.74164,62.7968,50.387527,38.4811,40.292446,40.799164,59.89885,47.89525,49.337265,36.040176,50.309937,52.009995,49.397408,44.57216,53.054398,38.157562,47.14044,47.419613,42.68907,67.07349,35.051056,56.247177,60.689835,25.892374,57.947647,42.208267,41.69722,45.031296,53.450577
425,34.0,73.75,57.877945,48.680176,48.241043,59.27452,53.182297,35.470627,43.56517,56.707214,45.50843,56.356476,50.555832,59.17108,37.638306,53.177933,46.871307,51.319992,50.578964,54.04828,62.757736,49.590652,37.7018,39.071743,39.52182,59.701584,46.799545,50.02867,34.753067,50.43689,51.179916,48.19819,43.740128,52.796585,37.38803,45.8963,46.446957,42.441025,66.36841,34.299103,55.70421,60.50038,26.154093,56.664444,42.680923,40.236282,44.82036,52.329483
426,34.0,74.0,61.383804,51.135254,52.012527,61.30577,56.30339,37.345627,48.129623,58.78534,47.42054,58.905304,53.09294,62.52655,40.843384,57.068558,49.752167,53.86296,51.92662,56.489685,65.99602,52.430496,40.627583,41.75143,41.34018,62.246506,49.074936,53.056015,37.284317,55.100952,53.215073,50.80561,46.646378,56.814163,39.829437,47.57794,49.185238,44.753525,69.94849,37.008087,59.126083,63.590225,29.138468,61.31288,46.225845,42.632767,46.49614,54.501358
427,34.0,74.25,61.190445,51.303223,53.436356,59.770615,56.338547,38.068283,50.0847,57.89862,46.08851,57.469757,53.21599,62.165222,40.206665,58.611526,50.363495,52.77507,51.471542,55.0932,66.11711,53.53401,41.2018,43.7944,41.019867,62.894943,48.891342,52.69078,36.876114,55.87439,53.56859,49.95405,47.63466,55.521194,40.710297,48.275208,48.646175,45.241806,69.985596,36.65262,60.54796,63.215225,30.866983,63.908585,45.739517,43.66011,46.287155,55.204483
428,34.0,74.5,62.213882,54.041504,54.160965,60.333115,57.844406,41.00969,52.293686,58.79901,46.906868,58.79007,54.19255,63.64569,41.825806,62.060745,52.21115,53.734055,51.368027,55.169373,67.25969,54.885574,42.51235,47.0444,42.555023,63.541428,52.34056,53.90953,38.76674,57.71814,56.75804,49.651314,49.413956,56.763382,42.32553,50.031067,48.58563,46.35704,70.41919,37.211212,62.95421,65.55702,34.044716,65.63905,46.936783,44.589798,47.523483,56.163467
429,34.0,74.75,68.23146,61.098145,58.87581,66.58116,65.625656,47.951096,58.035873,65.29706,55.061165,67.325226,59.49724,70.38397,54.44104,69.25801,59.13498,63.78679,55.848495,62.388123,72.1093,59.319168,49.7936,53.97604,49.185883,66.86369,62.55931,61.229843,48.639786,66.96033,63.824448,56.038033,55.79872,68.98799,48.31186,55.90216,55.464535,51.390244,76.62427,45.28543,67.85655,71.60976,40.454872,72.71718,54.188736,48.542923,53.49614,60.53456
430,34.0,75.0,69.93654,62.881348,60.467606,68.96593,68.82683,50.074142,58.072983,67.87323,57.192024,70.524445,60.649582,71.673035,61.52893,69.62715,61.1799,68.015305,58.018417,66.202576,72.04875,60.791824,52.342426,55.296352,51.54135,68.88518,66.32103,64.518906,52.82338,70.884155,64.15648,58.81733,58.195206,73.70479,50.483734,57.148254,57.92938,53.05626,78.22583,49.445587,67.995224,71.30702,41.767372,75.56093,56.093033,49.65425,55.644577,61.530655
431,34.0,75.25,69.9131,61.578613,59.731277,69.58116,68.05339,48.400314,57.41478,67.66034,54.10218,70.4346,60.05388,70.7785,59.243774,68.95528,60.04123,64.36101,56.741074,66.51312,70.7968,61.780106,50.15688,52.43307,50.326508,70.91057,65.59642,63.737656,49.333145,68.63611,60.521713,58.93061,57.41005,70.47432,49.134125,53.03302,55.29266,51.317978,76.80005,49.094025,68.838974,70.695694,39.2537,74.87343,54.79225,49.11714,53.00786,59.893936
432,34.0,75.5,74.63576,65.25049,63.97151,75.139755,72.01042,51.382736,63.924545,71.86737,58.42054,76.4971,64.26482,76.59491,63.55237,75.78926,64.457245,67.95085,59.252792,70.31781,75.4218,67.07503,55.44399,55.98776,53.8226,75.3051,71.92064,68.58531,52.2726,72.5072,64.60179,64.81538,61.187393,75.70479,53.366547,55.659973,59.745785,53.88243,82.110596,54.883087,75.78819,77.09999,42.087685,80.62929,61.11061,52.533157,55.423874,63.825577
433,34.0,75.75,78.26857,70.19971,68.79573,81.0421,77.20378,56.931564,68.77611,76.04315,64.87562,82.22171,67.89177,82.667175,72.087524,81.05293,69.30295,76.02702,64.28795,73.67328,79.97258,71.73128,63.56313,62.31393,58.3519,78.31877,79.930405,76.91539,60.706192,80.84509,73.59007,69.27631,66.62294,83.56807,60.335297,64.75568,66.07586,58.396103,88.29614,60.94168,80.83507,83.32265,47.88456,87.05116,69.96022,56.496048,62.623093,70.362686
434,34.0,76.0,77.20607,69.680176,68.416824,81.21593,77.52995,57.365158,67.19017,75.52948,65.28187,82.17679,67.51091,82.56952,73.55432,80.00215,68.43771,77.61687,63.80162,73.489685,79.7675,72.092606,63.52602,62.36276,57.318695,77.496506,79.98314,80.300156,62.221817,84.46228,74.99242,67.52241,67.5038,83.958694,61.684906,67.15997,65.63445,58.6754,87.78052,60.693634,80.296005,83.539444,48.39042,86.6664,71.8235,55.525345,64.781296,69.98183
435,34.0,76.25,73.883804,65.17627,66.11604,75.66319,72.955734,52.800705,63.55345,72.43573,61.959602,78.731476,65.44255,79.08124,69.11682,77.336136,64.5842,73.75554,58.28209,70.01117,76.82805,69.77034,58.979145,58.50729,53.47104,74.43791,74.364,77.175156,57.227676,81.71228,68.89281,64.301704,63.482315,79.152054,58.470062,62.480286,63.7868,56.77501,83.63208,58.34793,77.87608,79.46132,44.782997,82.49257,67.919205,51.581985,61.380905,64.436905
436,34.0,76.5,72.27248,64.90869,67.45979,73.421005,71.63542,52.146408,62.442123,71.70917,60.186165,75.88968,65.59685,77.5871,67.07971,77.1877,64.21506,71.75554,57.6317,66.66547,75.837814,69.41292,59.0436,58.78854,53.37729,73.277756,73.78783,75.08336,57.86635,80.349,69.785385,62.502876,61.48427,76.489944,58.333344,62.630676,64.42742,57.10118,82.84888,56.287384,78.01671,79.04726,46.036903,81.03163,67.44264,52.324173,62.30278,64.2787
437,34.0,76.75,73.66896,68.504395,70.53987,77.23155,76.924484,56.32805,64.324936,74.695496,62.09046,76.81351,68.95622,78.68475,70.487915,80.009964,67.92209,74.3571,61.922714,68.4057,77.70305,72.16487,62.328754,62.077602,56.09018,74.70549,79.00267,77.68883,63.38588,83.80603,76.59007,62.81733,64.13075,79.771194,61.682953,66.64044,64.7907,58.255478,85.65552,55.537384,80.31358,83.45155,51.32792,83.9164,71.00514,57.087845,67.5977,67.72987
438,34.0,77.0,72.64748,66.354004,69.29964,75.51085,76.955734,55.925705,62.967514,75.15253,61.88929,76.51663,69.04216,77.71991,70.52112,80.1584,67.66623,74.73796,61.229355,69.17523,76.26555,71.31331,61.584614,60.890102,55.861664,74.16643,77.830795,77.212265,61.551895,82.89783,73.904526,62.696236,64.06825,80.245804,61.429047,65.22443,63.57977,57.59532,84.49927,55.45926,78.858505,82.36757,50.831825,84.22499,68.45241,57.49214,67.105515,64.95448
439,34.0,77.25,69.53029,61.098145,67.07112,69.764755,71.11003,52.369064,59.182358,71.79706,58.279915,72.4346,66.270676,75.88983,64.7301,77.32442,63.918182,70.10124,57.524277,65.59711,72.6093,67.04378,59.209614,57.671352,54.469086,72.434006,72.17845,72.52867,55.883926,76.98572,67.27562,61.247017,62.302628,74.9001,58.86264,61.61505,62.239925,57.028915,80.28052,54.142853,75.852646,77.77382,47.62284,81.11952,62.29811,55.98433,62.486374,60.462296
440,34.0,77.5,70.28224,61.328613,68.31526,70.71202,71.1237,53.552658,59.813217,71.54901,58.791634,71.78812,67.51286,77.24335,63.9469,77.83223,64.67404,68.56218,58.67662,65.770935,72.97258,66.354324,60.76235,58.755337,56.26596,73.29338,73.01634,71.425156,56.799942,76.35681,69.197495,61.44819,64.62489,74.44307,59.876312,61.992004,62.527035,57.942978,79.8938,54.69754,76.76085,78.1996,50.02909,80.9789,62.639908,57.667923,63.28911,62.220108
441,34.0,77.75,72.03224,63.25049,68.10823,74.270615,73.799484,56.93547,62.00853,74.75995,62.467415,75.28421,69.813644,78.98944,68.493774,80.009964,67.31271,71.71648,61.993027,69.770935,74.044846,67.48128,63.05141,60.82565,58.85971,74.81096,75.56908,73.88414,60.389786,79.92908,72.68187,62.6435,67.08388,78.41377,61.807953,63.929504,63.728207,58.722275,80.678955,58.783478,77.71788,78.95741,53.743935,81.445694,65.80788,58.25386,67.37309,65.50136
442,34.0,78.0,70.54591,61.109863,65.90315,75.49718,73.319016,57.175705,61.901108,75.09198,63.865852,77.018585,69.35661,78.00897,70.32385,79.26973,66.758026,73.45085,62.223495,71.69476,72.58,66.67659,63.127583,59.733852,58.22885,75.14494,74.67845,75.40172,60.251114,81.171265,71.11937,62.90522,67.88661,78.78877,61.251312,63.441223,63.05438,58.13829,79.35864,61.74832,76.58507,77.11171,53.90409,79.7328,65.57936,57.26558,66.90044,64.80995
443,34.0,78.25,68.71193,58.246582,66.42854,75.71593,73.14128,54.87883,61.018295,72.64862,63.791634,77.30179,68.626144,76.229675,70.10901,78.17598,65.431854,73.08757,60.211777,70.92523,72.37492,66.4305,62.320942,57.477993,55.57065,75.451584,75.16673,75.368515,58.715958,81.784546,70.03343,61.86225,68.76161,77.26143,60.37436,60.884583,61.388363,56.06212,79.22388,61.355743,76.796005,77.0414,52.808388,79.79921,64.79225,57.31636,64.318405,62.712296
444,34.0,78.5,69.73537,61.422363,68.92268,75.739365,74.63933,55.630783,61.364,74.71503,64.05726,80.10062,69.92497,78.04413,71.732056,81.11348,66.39865,73.34343,60.60826,70.1225,75.619064,68.760574,62.33266,57.384243,56.623383,76.83635,78.53978,76.97594,61.932755,85.32361,74.62523,61.18061,69.1913,78.228226,61.972015,62.361145,63.546566,55.02501,82.26294,61.85379,79.39171,80.37929,54.19706,82.44765,68.87233,56.644485,67.60942,65.04042
445,34.0,78.75,71.903336,68.56299,70.80159,77.71007,77.59831,61.288986,64.75853,80.42206,65.97132,84.40335,74.083176,82.317566,75.62854,85.54512,69.53732,74.58562,64.05357,72.75922,79.27141,71.155106,64.97914,60.116665,60.28354,78.75432,82.82103,81.44273,68.44838,89.70642,81.478745,63.452095,70.93544,81.24776,65.55209,68.32599,68.01531,56.358994,85.647705,64.875275,82.08507,85.20351,58.92167,85.0746,75.99538,54.964798,73.37114,70.12636
446,34.0,79.0,70.16701,69.86572,70.52034,77.395615,79.42253,63.681564,66.668686,80.3537,67.66859,84.77835,76.64372,81.87225,77.70471,84.50215,70.89084,74.972336,64.5692,74.9682,78.81438,69.604324,66.87172,61.968227,58.480804,78.4633,84.96556,82.44078,68.563614,89.540405,82.49242,64.18452,71.73427,81.59541,66.59897,68.94708,67.86883,56.24962,84.31177,64.32449,81.30382,86.127335,60.706825,84.877335,76.669205,52.23433,72.59184,68.556046
447,34.0,79.25,64.90138,66.77002,68.36995,70.66319,77.50847,60.740158,63.156967,76.01581,65.68421,81.01468,74.251144,78.710144,74.84924,79.79707,68.65256,73.64226,61.385605,71.48578,75.9843,65.60237,63.717426,60.852993,53.730804,76.51604,83.424545,78.5443,64.44447,85.64978,79.535385,60.51069,68.87489,77.683304,64.20834,64.611145,64.89617,53.97618,79.50513,58.65457,78.24132,82.865616,57.33573,82.04921,71.73366,48.52925,69.14458,62.14589
448,34.0,79.5,61.545914,66.48291,67.104324,65.24327,75.94011,60.019455,60.485092,74.42987,63.461555,77.80179,72.20427,78.38397,72.49182,77.62715,66.9592,72.177414,59.075058,68.64984,74.7343,63.205887,59.217426,59.604946,52.43979,75.7426,81.54759,76.84117,64.926895,84.05603,78.765854,58.909126,67.47255,74.56221,62.667328,63.499817,64.4157,52.472275,76.93677,54.674103,76.45421,80.78749,55.868935,80.1371,70.30788,46.29683,68.86919,60.257217
449,34.0,79.75,59.89943,65.90088,66.618,64.27452,75.45964,60.531174,60.614,72.62518,63.54554,75.69632,71.85857,76.46796,73.32385,75.81465,66.73459,70.8571,57.059433,69.80414,73.15227,60.934402,56.4518,59.0444,50.824554,74.314865,80.59056,77.03648,65.108536,84.62439,76.71507,59.577095,67.43935,73.321976,61.929047,62.8006,63.689144,50.829697,75.24927,53.299103,74.26671,78.9828,56.308388,78.40663,70.206314,44.72261,67.2227,60.05214
450,34.0,80.0,57.21193,63.611816,64.76448,61.897568,72.15105,57.44133,58.97728,68.17206,61.693977,72.868195,69.37419,72.0285,71.17151,72.0334,65.113495,68.321945,53.93248,68.733826,70.61516,57.461746,53.05141,57.265102,47.305023,70.06682,78.637436,74.72008,60.952286,82.61853,72.285385,57.475533,63.417862,70.489944,59.057953,59.41388,60.782894,47.96837,71.49536,49.84793,70.270615,75.79726,54.20878,74.58827,67.46608,42.480423,62.898483,56.649796
451,34.0,80.25,53.971695,61.699707,60.959793,57.251083,66.793625,52.46086,56.063217,63.300964,56.666634,67.96585,65.65349,68.50897,64.53284,67.617386,62.052948,64.140305,50.6317,64.39398,67.71672,54.428543,48.436176,53.968227,44.549164,64.14494,74.70384,69.749374,56.528458,76.63611,68.63304,53.67475,57.04872,65.72237,54.466156,56.284973,57.634457,44.8629,66.99536,44.56082,65.1671,72.084366,51.402138,69.84218,63.55983,41.212845,58.619186,52.54628
452,34.0,80.5,51.297867,58.25049,57.09456,53.4796,62.682297,48.39055,54.125717,59.41815,52.199837,62.012726,63.294113,64.491394,59.198853,63.205276,59.636932,60.032883,48.012558,61.4682,63.496017,52.20198,44.93813,51.087368,41.924164,59.54338,69.67845,63.911484,52.264786,70.78845,64.37523,50.71772,53.056534,61.388382,51.33139,53.753723,54.470394,42.353134,62.93872,40.920197,60.54991,67.62538,49.34159,65.79921,58.208267,40.92769,54.168015,49.042374
453,34.0,80.75,50.479507,56.14502,56.903152,52.44835,62.47722,47.30461,54.28392,59.340027,51.254524,60.13968,63.676926,62.321472,58.5719,61.703323,59.851776,59.370773,47.516464,63.313904,61.83586,51.741043,44.3268,50.67526,40.74057,59.48674,67.56712,62.069687,50.06166,69.59119,61.398666,50.897408,53.4413,60.308304,52.220062,52.87677,53.24383,41.93126,61.3938,40.65262,60.335068,66.30702,48.638466,65.23085,54.925064,40.974564,51.824265,47.08925
454,34.0,81.0,50.39357,56.723145,58.291824,52.43663,63.686203,47.6425,55.28978,60.838074,52.098274,60.961945,64.74333,62.75702,59.218384,61.941605,60.638885,60.58757,47.27037,66.708435,62.607346,52.07112,44.84438,50.702602,40.941742,60.891037,67.65697,63.37828,50.395645,69.24939,60.76976,52.85444,54.92372,60.591507,53.759125,53.33966,53.956722,42.47032,61.71216,41.230743,61.913193,67.55507,49.339638,67.12343,54.850845,40.855423,51.77739,46.74745
455,33.75,72.5,51.09279,43.11963,42.69612,54.09288,48.27214,32.11125,37.975327,53.002136,40.518196,52.073273,46.964035,51.999207,33.42932,46.73262,44.338104,47.714523,47.35826,50.950623,59.771408,44.12581,33.260395,34.440884,37.861664,56.36174,42.842514,43.18492,32.622208,41.07361,47.761948,45.008736,40.050674,46.245804,33.989594,42.23419,43.73016,36.808212,60.046143,30.263948,51.290146,56.996475,21.130655,52.402725,37.671158,39.746048,38.95317,47.194717
456,33.75,72.75,50.817398,42.91455,42.512527,54.319443,47.9655,31.675705,37.231186,52.57831,40.57679,51.70804,46.856613,52.036316,33.31018,46.810745,44.07248,47.25554,46.455917,50.759216,58.927658,43.94026,32.73891,34.436977,37.187836,55.94377,42.254623,42.755234,31.932755,41.11853,47.31859,44.789986,39.652237,45.370804,33.49936,41.82013,43.19305,36.495712,60.302002,29.88309,51.083115,56.303116,21.14042,51.459366,37.395767,38.900345,39.062546,46.595108
457,33.75,73.0,50.965836,42.70166,42.27034,53.921005,47.768234,30.859299,36.947983,52.6037,40.21546,51.293976,46.81169,52.221863,33.11682,46.947464,43.763885,46.601242,45.9442,50.25531,57.865158,43.705887,32.50063,34.483852,36.361664,55.75627,41.79564,42.704453,31.116348,41.413452,46.623276,44.358345,39.218643,44.34346,33.13022,41.437317,42.589535,36.855087,60.31958,29.38309,50.700302,55.894913,20.999796,50.766006,36.45436,38.349564,38.83403,46.308
458,33.75,73.25,53.713882,44.59619,44.512527,55.64171,50.274094,32.081955,39.524155,54.838074,42.31507,53.055695,49.01677,54.649597,35.394165,49.736526,45.87326,48.364914,47.996933,51.925232,59.331955,45.948074,34.752583,36.528774,37.574554,57.44963,43.776108,45.04625,32.903458,44.372437,47.98851,46.47944,41.41591,47.366898,35.071625,43.009583,44.43133,38.978134,62.83911,31.588167,52.89952,57.764053,22.60917,53.83046,38.081314,40.48433,40.451218,48.15175
459,33.75,73.5,53.83693,44.662598,44.86409,55.540146,50.442062,31.990158,39.748764,54.41815,42.135384,52.526398,48.69255,54.60077,34.81018,49.949417,45.44748,47.929367,47.834824,51.55609,59.451096,46.340652,34.986958,36.815884,36.713226,57.64299,43.416733,45.87242,31.78627,44.78064,47.70726,46.24897,41.620987,47.683304,35.128265,43.009583,44.189144,39.36876,62.817627,31.666292,52.82335,57.289444,23.019327,54.226944,38.07936,40.14644,40.910202,47.99745
460,33.75,73.75,55.38185,46.230957,46.178543,57.106552,51.86003,33.021408,41.485092,55.394714,43.318977,54.026398,49.288254,56.466003,35.751587,51.75801,45.91623,49.36296,48.46373,52.776794,60.880783,47.631668,36.461567,37.90768,37.000336,58.744553,44.731186,48.12047,32.3976,47.26111,48.68187,46.62983,42.8163,50.034866,35.977875,43.374817,45.06219,40.466415,64.09302,32.830353,53.88585,59.082413,24.501749,55.641006,39.751236,40.45308,42.494186,48.763077
461,33.75,74.0,57.534195,48.35205,48.643387,58.639755,53.781906,34.60344,44.405014,56.869324,45.22718,55.385773,50.88591,58.67694,38.411743,54.40059,47.564667,51.49968,49.5399,54.434998,62.695236,49.084793,38.559223,39.347134,38.131195,59.96721,46.479233,50.47789,34.528458,50.671265,49.554916,48.096626,44.562393,53.700882,37.495453,43.786926,46.952816,41.43712,66.048096,35.1409,55.62999,60.803116,26.497843,58.672256,42.47975,41.689407,44.08989,50.141983
