valid_time,latitude,longitude,r
1981-01-01 00:00:00,33.75,78.5,66.8506
1981-01-01 00:00:00,33.75,78.75,66.95021
1981-01-01 00:00:00,33.75,79.0,64.50099
1981-01-01 00:00:00,33.75,79.25,61.922867
1981-01-01 00:00:00,33.75,79.5,60.27443
1981-01-01 00:00:00,33.75,79.75,58.327164
1981-01-01 00:00:00,33.75,80.0,56.045914
1981-01-01 00:00:00,33.75,80.25,53.723648
1981-01-01 00:00:00,33.75,80.5,51.479507
1981-01-01 00:00:00,33.75,80.75,50.426773
1981-01-01 00:00:00,33.75,81.0,49.803726
1981-01-01 00:00:00,33.5,72.5,48.2881
1981-01-01 00:00:00,33.5,72.75,48.661148
1981-01-01 00:00:00,33.5,73.0,48.73146
1981-01-01 00:00:00,33.5,73.25,50.465836
1981-01-01 00:00:00,33.5,73.5,50.014664
1981-01-01 00:00:00,33.5,73.75,51.91896
1981-01-01 00:00:00,33.5,74.0,54.48146
1981-01-01 00:00:00,33.5,74.25,51.040054
1981-01-01 00:00:00,33.5,74.5,55.364273
1981-01-01 00:00:00,33.5,74.75,67.61232
1981-01-01 00:00:00,33.5,75.0,66.84279
1981-01-01 00:00:00,33.5,75.25,61.40529
1981-01-01 00:00:00,33.5,75.5,66.653336
1981-01-01 00:00:00,33.5,75.75,71.26857
1981-01-01 00:00:00,33.5,76.0,71.102554
1981-01-01 00:00:00,33.5,76.25,73.30568
1981-01-01 00:00:00,33.5,76.5,74.74318
1981-01-01 00:00:00,33.5,76.75,71.99513
1981-01-01 00:00:00,33.5,77.0,67.77248
1981-01-01 00:00:00,33.5,77.25,66.040054
1981-01-01 00:00:00,33.5,77.5,68.30568
1981-01-01 00:00:00,33.5,77.75,69.633804
1981-01-01 00:00:00,33.5,78.0,66.73341
1981-01-01 00:00:00,33.5,78.25,64.622086
1981-01-01 00:00:00,33.5,78.5,66.409195
1981-01-01 00:00:00,33.5,78.75,67.1006
1981-01-01 00:00:00,33.5,79.0,64.04396
1981-01-01 00:00:00,33.5,79.25,61.829117
1981-01-01 00:00:00,33.5,79.5,61.065445
1981-01-01 00:00:00,33.5,79.75,58.161148
1981-01-01 00:00:00,33.5,80.0,55.079117
1981-01-01 00:00:00,33.5,80.25,53.684586
1981-01-01 00:00:00,33.5,80.5,52.15529
1981-01-01 00:00:00,33.5,80.75,50.86818
1981-01-01 00:00:00,33.5,81.0,49.81935
1981-01-01 00:00:00,33.25,72.5,45.65724
1981-01-01 00:00:00,33.25,72.75,45.8506
1981-01-01 00:00:00,33.25,73.0,45.8506
1981-01-01 00:00:00,33.25,73.25,48.303726
1981-01-01 00:00:00,33.25,73.5,48.32521
1981-01-01 00:00:00,33.25,73.75,48.68654
1981-01-01 00:00:00,33.25,74.0,51.676773
1981-01-01 00:00:00,33.25,74.25,51.133804
1981-01-01 00:00:00,33.25,74.5,52.78224
